"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"22388",5739,1,1986,46,9,0,0,5000,0,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22389",5739,1,1987,47,7,1,3.396562,6000,0,9,1,1,0,0,0,0,1,1,0,0,0,2,0,1,0
"22390",5739,1,1988,48,7,0,0,5500,0,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22391",5739,1,1991,51,7,0,0,6000,0,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22392",5740,0,1984,49,4,1,30,3000,1,10.5,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"22393",5740,0,1985,50,7,0,0,3000,1,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22394",5741,1,1984,31,8,0,0,3000,1,9,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"22395",5742,0,1984,27,8,0,0,2698.035,1,10.5,1,1,0,0,0,0,1,0,1,0,0,5,0,1,0
"22396",5742,0,1985,28,10,0,0,2555.631,1,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22397",5742,0,1988,31,8,0,0,2300,1,10.5,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"22398",5742,0,1991,34,7,0,0,4000,1,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22399",5742,0,1994,37,6,0,0,4800,1,10.5,1,1,0,0,0,0,1,1,0,0,0,11,0,1,0
"22400",5743,1,1984,28,10,0,0,2732.327,1,9,1,1,0,0,0,0,1,0,1,0,0,8,0,1,0
"22401",5743,1,1987,31,6,1,3.396562,3000,1,9,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"22402",5743,1,1988,32,8,0,0,2300,1,9,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"22403",5743,1,1991,35,7,0,0,4000,1,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22404",5743,1,1994,38,10,0,0,4800,1,9,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"22405",5744,0,1985,47,8,0,0,3500,1,11,1,1,0,0,0,0,1,0,0,0,1,2,1,1,0
"22406",5744,0,1988,50,8,0,0,4000,0,11,1,1,0,0,0,0,1,0,0,0,1,2,1,0,0
"22407",5744,0,1991,53,7,0,0,4800,0,11,1,1,0,0,0,0,1,0,0,0,1,3,0,1,1
"22408",5745,1,1985,43,8,0,0,3500,1,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"22409",5745,1,1987,45,8,1,3.396562,4000,0,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"22410",5745,1,1988,46,8,0,0,4000,0,10.5,1,1,0,0,0,0,1,0,1,0,0,3,0,1,0
"22411",5745,1,1991,49,7,0,0,4800,0,10.5,1,1,0,0,0,0,1,0,1,0,0,2,0,1,0
"22412",5746,1,1984,25,5,0,0,1600,0,14.5,0,0,0,0,1,0,1,0,0,0,1,5,1,0,0
"22413",5746,1,1986,27,10,0,0,1600,0,14.5,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
"22414",5746,1,1988,29,10,0,0,2600,0,14.5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"22415",5746,1,1991,32,10,0,0,2300,0,14.5,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
"22416",5747,0,1984,64,10,0,0,5000,0,11.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"22417",5748,1,1985,60,8,0,0,5100,0,11.5,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"22418",5748,1,1986,61,6,0,0,5200,0,11.5,1,0,1,0,0,0,0,0,0,0,0,3,0,1,1
"22419",5748,1,1987,62,7,1,6.701853,6000,0,11.5,1,0,1,0,0,0,0,0,0,0,0,10,0,1,1
"22420",5748,1,1988,63,8,0,0,3900,0,11.5,1,0,1,0,0,0,0,0,0,0,0,3,0,1,1
"22421",5749,0,1984,48,4,0,0,4640,0,18,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0
"22422",5749,0,1985,49,8,0,0,3700,0,18,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0
"22423",5749,0,1986,50,5,0,0,4000,0,18,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"22424",5749,0,1987,51,7,1,7.649712,4000,0,18,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1
"22425",5749,0,1988,52,5,0,0,5321.692,0,18,1,0,0,0,1,1,1,0,1,0,0,2,0,1,1
"22426",5749,0,1991,55,5,0,0,5200,0,18,1,0,0,0,1,1,1,0,0,0,0,2,0,0,0
"22427",5750,1,1984,52,3,0,0,4640,0,12,1,0,1,0,0,0,0,0,0,0,0,4,0,1,0
"22428",5750,1,1985,53,4,0,0,3700,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"22429",5750,1,1986,54,5,0,0,4000,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"22430",5750,1,1987,55,5,1,6.701853,4000,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"22431",5750,1,1988,56,6,0,0,3784.693,0,12,1,0,1,0,0,0,0,0,0,0,0,5,0,1,1
"22432",5750,1,1991,59,6,0,0,5200,0,12,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"22433",5750,1,1994,62,6,0,0,6000,0,12,1,0,1,0,0,0,0,0,0,0,0,7,0,1,0
"22434",5751,0,1987,25,8,1,7.649712,600,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"22435",5751,0,1988,26,7,0,0,850,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"22436",5751,0,1991,29,7,0,0,900,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"22437",5751,0,1994,32,8,0,0,6000,0,18,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"22438",5752,1,1994,27,8,0,0,6000,0,13,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
"22439",5753,0,1984,55,10,0,0,3500,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22440",5753,0,1985,56,8,0,0,3000,0,10.5,1,1,0,0,0,0,1,1,0,0,0,2,0,1,0
"22441",5753,0,1986,57,7,0,0,3800,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22442",5753,0,1987,58,6,1,7.649712,3000,0,10.5,1,1,0,0,0,0,1,1,0,0,0,3,0,1,0
"22443",5753,0,1988,59,6,0,0,3445.811,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22444",5753,0,1991,62,7,0,0,2850,0,10.5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"22445",5754,1,1984,49,5,0,0,3500,0,10.5,1,1,0,0,0,0,1,0,1,0,0,4,0,1,0
"22446",5754,1,1985,50,8,0,0,3000,0,10.5,1,1,0,0,0,0,1,0,1,0,0,5,0,1,0
"22447",5754,1,1986,51,6,0,0,3800,0,10.5,1,1,0,0,0,0,1,0,1,0,0,5,0,1,0
"22448",5754,1,1987,52,6,1,3.396562,3000,0,10.5,1,1,0,0,0,0,1,0,1,0,0,3,1,1,0
"22449",5754,1,1988,53,4,0,0,4095.7,0,10.5,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0
"22450",5754,1,1991,56,6,0,0,2850,0,10.5,1,1,0,0,0,0,1,0,1,0,0,2,0,1,0
"22451",5754,1,1994,59,5,0,0,2800,0,10.5,1,1,0,0,0,0,1,0,1,0,0,8,1,1,0
"22452",5755,0,1991,27,9,0,0,2800,0,18,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
"22453",5755,0,1994,30,7,0,0,4700,1,18,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"22454",5756,0,1991,50,5,0,0,6000,0,18,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
"22455",5757,1,1987,41,8,1,3.396562,4590.544,0,18,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
"22456",5757,1,1988,42,5,0,0,5900,0,18,0,0,0,0,1,1,1,0,1,0,0,6,1,0,0
"22457",5757,1,1991,45,5,0,0,6000,0,18,0,0,0,0,1,1,1,0,1,0,0,6,0,0,0
"22458",5758,1,1984,34,5,0,0,3600,1,12,1,0,1,0,0,0,0,0,1,0,0,3,0,1,1
"22459",5758,1,1986,36,8,0,0,3416.257,1,12,1,0,1,0,0,0,0,0,1,0,0,10,0,1,1
"22460",5759,0,1984,40,7,0,0,5000,1,18,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"22461",5760,1,1984,42,7,0,0,5000,1,11.5,1,0,1,0,0,0,0,0,1,0,0,13,0,1,0
"22462",5761,1,1984,57,5,0,0,3500,0,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"22463",5762,1,1984,49,3,0,0,2500,0,9,0,1,0,0,0,0,0,0,0,0,0,10,2,1,0
"22464",5762,1,1986,51,8,0,0,1000,0,9,0,1,0,0,0,0,0,0,0,0,0,7,1,1,0
"22465",5763,0,1985,42,8,0,0,4000,1,11.5,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"22466",5764,1,1986,39,9,0,0,5000,1,18,1,0,0,0,1,1,1,0,1,0,0,3,0,1,0
"22467",5764,1,1987,40,10,1,3.396562,5000,1,18,1,0,0,0,1,1,1,0,1,0,0,3,0,1,0
"22468",5764,1,1988,41,10,0,0,5418.218,1,18,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0
"22469",5764,1,1991,44,9,0,0,10000,1,18,1,0,0,0,1,1,1,0,1,0,0,1,2,1,0
"22470",5764,1,1994,47,8,0,0,6684.892,0,18,1,0,0,0,1,1,1,0,1,0,0,7,1,1,0
"22471",5765,1,1984,59,10,0,0,3100,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"22472",5765,1,1985,60,8,0,0,1700,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"22473",5765,1,1986,61,9,0,0,2600,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"22474",5765,1,1987,62,7,1,6.701853,2800,0,9,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
"22475",5765,1,1988,63,8,0,0,3200,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"22476",5766,0,1987,25,8,1,7.649712,2800,0,10.5,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22477",5766,0,1988,26,8,0,0,3200,0,10.5,0,1,0,0,0,0,1,1,0,0,0,5,0,1,0
"22478",5766,0,1991,29,9,0,0,3800,0,10.5,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22479",5767,0,1984,39,8,0,0,3500,1,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"22480",5767,0,1985,40,9,0,0,3600,1,10.5,1,1,0,0,0,0,1,0,1,0,0,4,0,1,0
"22481",5767,0,1986,41,7,0,0,4300,1,10.5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"22482",5767,0,1987,42,8,1,7.649712,4500,1,10.5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"22483",5767,0,1988,43,7,0,0,5500,1,10.5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"22484",5767,0,1991,46,3,0,0,7225,0,10.5,1,1,0,0,0,0,1,0,0,0,1,5,1,0,0
"22485",5767,0,1994,49,0,1,30,4634,0,10.5,0,1,0,0,0,0,1,0,0,0,1,4,1,0,0
"22486",5768,1,1986,38,5,0,0,4300,1,10.5,1,1,0,0,0,0,1,1,0,0,0,3,0,1,0
"22487",5768,1,1987,39,8,1,3.396562,4500,1,10.5,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"22488",5768,1,1988,40,3,0,0,5500,1,10.5,1,1,0,0,0,0,1,1,0,0,0,12,0,1,0
"22489",5768,1,1991,43,7,0,0,7225,0,10.5,1,1,0,0,0,0,1,1,0,0,0,2,0,1,0
"22490",5769,0,1988,52,5,1,80,3674.903,0,11,1,1,0,0,0,0,1,1,0,0,0,4,0,1,0
"22491",5770,1,1986,48,9,0,0,4000,0,12,1,0,1,0,0,0,1,0,1,0,0,3,0,1,0
"22492",5770,1,1988,50,8,0,0,4574.785,0,12,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
"22493",5771,1,1991,27,8,0,0,2200,0,11.5,0,0,1,0,0,0,1,0,1,0,0,2,0,1,0
"22494",5771,1,1994,30,8,0,0,2700,0,11.5,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"22495",5772,0,1984,35,2,0,0,3000,1,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"22496",5773,1,1984,35,7,0,0,3000,1,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"22497",5774,0,1984,53,9,0,0,2000,0,10.5,1,1,0,0,0,0,1,1,0,0,0,4,0,1,0
"22498",5774,0,1986,55,9,0,0,2500,0,10.5,1,1,0,0,0,0,1,1,0,0,0,11,0,1,0
"22499",5774,0,1987,56,8,1,7.649712,2900,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22500",5774,0,1988,57,8,0,0,2500,0,10.5,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"22501",5774,0,1991,60,8,0,0,3500,0,10.5,1,1,0,0,0,0,1,1,0,0,0,3,0,1,0
"22502",5775,1,1984,51,10,0,0,2000,0,9,1,1,0,0,0,0,0,0,0,0,0,21,0,1,0
"22503",5775,1,1988,55,8,0,0,2500,0,9,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"22504",5775,1,1991,58,8,0,0,3500,0,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22505",5776,1,1991,25,8,0,0,2300,0,10,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"22506",5777,0,1985,25,8,0,0,2200,1,11.5,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
"22507",5777,0,1986,26,9,0,0,2400,1,11.5,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
"22508",5777,0,1987,27,7,1,7.649712,1900,1,11.5,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
"22509",5777,0,1988,28,6,0,0,2700,1,11.5,1,0,1,0,0,0,1,1,0,0,0,2,0,1,0
"22510",5777,0,1991,31,6,0,0,2700,1,11.5,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
"22511",5778,1,1991,31,4,0,0,2700,1,14.5,1,0,0,0,1,0,0,0,0,0,0,3,0,1,0
"22512",5779,0,1986,45,5,0,0,2300,0,10.5,0,1,0,0,0,0,1,1,0,0,0,3,1,1,0
"22513",5779,0,1987,46,5,1,7.649712,1700,0,10.5,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22514",5779,0,1988,47,5,0,0,1900,0,10.5,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22515",5779,0,1991,50,3,0,0,2800,0,10.5,0,1,0,0,0,0,1,0,0,1,0,2,0,1,0
"22516",5780,0,1984,55,3,1,100,2000,0,18,1,0,0,0,1,1,0,0,0,0,0,6,0,1,0
"22517",5781,1,1984,35,10,0,0,2000,0,11.5,1,0,1,0,0,0,1,0,1,0,0,5,0,1,0
"22518",5781,1,1985,36,10,0,0,1900,0,11.5,1,0,1,0,0,0,1,0,1,0,0,2,0,1,0
"22519",5781,1,1986,37,7,0,0,2100,0,11.5,0,0,1,0,0,0,1,0,1,0,0,4,0,1,0
"22520",5782,1,1984,54,0,1,60,800,0,11,0,1,0,0,0,0,0,0,0,0,0,48,0,1,0
"22521",5782,1,1985,55,2,1,50,700,0,11,0,1,0,0,0,0,0,0,0,0,0,16,0,1,0
"22522",5782,1,1987,57,0,0,60,815,0,11,0,1,0,0,0,0,0,0,0,0,0,12,1,1,0
"22523",5782,1,1988,58,6,1,60,810,0,11,0,1,0,0,0,0,0,0,0,0,0,14,1,1,0
"22524",5782,1,1991,61,0,1,50,1100,0,11,0,1,0,0,0,0,0,0,0,0,0,25,0,1,0
"22525",5782,1,1994,64,7,1,50,668,0,11,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0
"22526",5783,0,1988,25,9,0,0,2700,0,10.5,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"22527",5783,0,1991,28,9,0,0,3500,0,10.5,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"22528",5784,1,1991,27,0,0,0,1600,1,10.5,0,1,0,0,0,0,0,0,0,0,0,45,1,1,0
"22529",5784,1,1994,30,0,1,70,700,1,10.5,0,1,0,0,0,0,0,0,0,0,0,9,0,1,0
"22530",5785,0,1984,46,10,0,0,3700,0,12,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"22531",5785,0,1986,48,8,0,0,4100,0,12,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"22532",5785,0,1987,49,8,1,7.649712,4200,0,12,1,0,1,0,0,0,1,0,1,0,0,4,0,1,0
"22533",5785,0,1988,50,4,0,0,4400,0,12,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
"22534",5785,0,1991,53,8,0,0,4800,0,12,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
"22535",5786,1,1987,47,3,1,3.396562,4200,0,12,1,0,1,0,0,0,1,0,1,0,0,9,0,1,0
"22536",5786,1,1988,48,5,0,0,4400,0,12,1,0,1,0,0,0,1,0,1,0,0,4,0,1,0
"22537",5786,1,1991,51,3,0,0,4800,0,12,1,0,1,0,0,0,1,0,1,0,0,12,0,1,0
"22538",5787,0,1994,27,8,0,0,7750,0,12,0,0,0,0,0,1,1,0,1,0,0,3,0,1,0
"22539",5788,0,1984,43,7,0,0,4000,0,18,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
"22540",5788,0,1985,44,8,0,0,5000,0,18,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
"22541",5788,0,1986,45,7,0,0,6000,0,18,1,0,0,0,1,1,1,0,1,0,0,4,0,0,0
"22542",5788,0,1987,46,7,1,7.649712,4500,0,18,1,0,0,0,1,1,1,0,1,0,0,6,0,0,0
"22543",5788,0,1988,47,7,0,0,5700,0,18,1,0,0,0,1,1,1,0,1,0,0,2,0,0,0
"22544",5788,0,1991,50,8,0,0,7000,0,18,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0
"22545",5788,0,1994,53,8,0,0,8000,0,18,1,0,0,0,1,1,1,0,1,0,0,6,0,0,0
"22546",5789,1,1984,39,8,0,0,4000,0,11.5,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"22547",5789,1,1985,40,10,0,0,5000,0,11.5,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"22548",5789,1,1986,41,8,0,0,6000,0,11.5,1,0,1,0,0,0,1,0,1,0,0,5,0,1,0
"22549",5789,1,1988,43,8,0,0,5700,0,11.5,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
"22550",5789,1,1991,46,6,0,0,7000,0,11.5,1,0,1,0,0,0,0,0,0,0,0,3,1,1,0
"22551",5790,0,1984,40,10,0,0,7000,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22552",5790,0,1985,41,10,0,0,5000,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22553",5790,0,1986,42,10,0,0,5500,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22554",5790,0,1987,43,10,1,7.649712,5000,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22555",5790,0,1988,44,10,0,0,5500,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22556",5790,0,1991,47,10,0,0,5000,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22557",5790,0,1994,50,9,0,0,5900,0,10.5,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"22558",5791,1,1985,40,10,0,0,5000,0,11.5,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"22559",5791,1,1987,42,10,1,6.701853,5000,0,11.5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"22560",5791,1,1988,43,10,0,0,5500,0,11.5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"22561",5791,1,1991,46,10,0,0,5000,0,11.5,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"22562",5791,1,1994,49,10,0,0,5900,0,11.5,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"22563",5792,0,1984,38,9,0,0,5000,0,15,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"22564",5792,0,1987,41,9,1,7.649712,4700,0,15,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"22565",5792,0,1988,42,8,0,0,5000,0,15,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"22566",5793,1,1987,34,8,1,3.396562,4700,0,11.5,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"22567",5793,1,1988,35,7,0,0,5000,0,11.5,1,0,1,0,0,0,1,0,0,0,1,10,0,0,0
"22568",5794,0,1985,31,9,0,0,3850,1,14,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
"22569",5794,0,1988,34,8,0,0,4600,1,14,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
"22570",5794,0,1991,37,8,0,0,6000,1,14,1,0,0,1,0,0,1,0,1,0,0,2,0,1,0
"22571",5795,1,1985,28,10,0,0,3850,1,14.5,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"22572",5795,1,1987,30,8,1,6.701853,4200,1,14.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"22573",5795,1,1988,31,6,0,0,4600,1,14.5,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0
"22574",5795,1,1991,34,9,0,0,6000,1,14.5,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0
"22575",5796,0,1986,60,3,0,0,8000,0,10.5,0,1,0,0,0,0,0,0,0,0,0,15,1,1,0
"22576",5796,0,1987,61,9,1,7.649712,6000,0,10.5,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0
"22577",5796,0,1988,62,7,0,0,5000,0,10.5,0,1,0,0,0,0,0,0,0,0,0,7,0,1,1
"22578",5797,0,1984,35,8,0,0,3000,1,11,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"22579",5797,0,1985,36,8,0,0,4000,1,11,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"22580",5797,0,1986,37,7,0,0,3800,1,11,1,1,0,0,0,0,1,0,1,0,0,2,0,1,0
"22581",5797,0,1987,38,7,1,7.649712,4500,1,11,1,1,0,0,0,0,1,0,1,0,0,3,0,1,0
"22582",5797,0,1988,39,7,0,0,4500,1,11,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"22583",5797,0,1991,42,8,0,0,5400,1,11,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"22584",5797,0,1994,45,7,0,0,5200,1,11,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"22585",5798,1,1986,30,10,0,0,3800,1,10,1,0,1,0,0,0,0,0,0,1,0,2,0,1,0
"22586",5798,1,1987,31,10,1,6.701853,4500,1,10,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"22587",5798,1,1988,32,10,0,0,4500,1,10,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"22588",5798,1,1991,35,10,0,0,5400,1,10,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"22589",5799,1,1984,49,10,0,0,1300,1,10.5,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
"22590",5799,1,1986,51,7,0,0,1800,0,10.5,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
"22591",5799,1,1987,52,6,1,3.396562,1600,0,10.5,0,1,0,0,0,0,1,1,0,0,0,3,0,1,0
"22592",5799,1,1988,53,6,0,0,1700,0,10.5,0,1,0,0,0,0,0,1,0,0,0,4,0,1,0
"22593",5799,1,1991,56,6,0,0,1500,0,10.5,0,1,0,0,0,0,1,0,0,0,0,4,0,1,0
"22594",5799,1,1994,59,6,0,0,1300,0,10.5,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0
"22595",5800,0,1994,25,8,0,0,1300,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"22596",5801,0,1984,33,6,0,0,3500,1,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"22597",5801,0,1985,34,7,0,0,2800,1,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"22598",5801,0,1986,35,6,0,0,3300,1,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22599",5801,0,1987,36,5,1,7.649712,3100,1,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"22600",5801,0,1988,37,8,0,0,2200,1,10.5,1,1,0,0,0,0,1,0,1,0,0,3,0,1,0
"22601",5801,0,1991,40,8,0,0,5000,1,10.5,1,1,0,0,0,0,1,0,1,0,0,3,0,1,0
"22602",5801,0,1994,43,7,0,0,3200,1,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"22603",5802,1,1984,32,8,0,0,3500,1,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"22604",5802,1,1985,33,5,0,0,2800,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"22605",5802,1,1986,34,8,0,0,3300,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"22606",5802,1,1987,35,6,1,6.701853,3100,1,9,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0
"22607",5802,1,1988,36,7,0,0,2200,1,9,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
"22608",5802,1,1991,39,2,1,70,5000,1,9,1,1,0,0,0,0,0,0,0,0,0,7,0,1,0
"22609",5802,1,1994,42,5,0,0,3200,1,10.5,1,1,0,0,0,0,0,0,0,0,0,5,0,1,0
"22610",5803,0,1987,25,8,1,7.649712,3000,0,10.5,1,1,0,0,0,0,1,0,1,0,0,2,0,1,0
"22611",5803,0,1988,26,3,0,0,2200,0,10.5,0,1,0,0,0,0,1,0,1,0,0,15,0,1,0
"22612",5803,0,1991,29,8,0,0,3350,1,10.5,1,1,0,0,0,0,1,0,1,0,0,3,0,1,0
"22613",5804,1,1988,25,8,0,0,2100,0,12,0,0,1,0,0,0,1,0,1,0,0,6,0,1,0
"22614",5805,0,1984,40,8,0,0,3900,1,16,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"22615",5805,0,1985,41,9,0,0,3200,1,16,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"22616",5805,0,1986,42,10,0,0,3000,1,16,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"22617",5806,1,1984,41,8,0,0,3900,1,10.5,1,1,0,0,0,0,1,0,1,0,0,2,1,1,0
"22618",5806,1,1985,42,8,0,0,3200,1,10.5,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"22619",5806,1,1986,43,8,0,0,3000,1,10.5,1,1,0,0,0,0,0,0,0,0,0,11,0,1,0
"22620",5807,0,1987,50,8,1,7.649712,5000,1,18,1,0,0,0,1,1,1,0,0,0,1,4,0,1,1
"22621",5807,0,1988,51,7,0,0,5500,1,18,1,0,0,0,1,1,1,0,0,0,1,2,0,0,0
"22622",5807,0,1991,54,7,0,0,6800,1,18,1,0,0,0,1,1,1,0,0,0,1,2,0,0,0
"22623",5808,1,1985,43,5,0,0,5000,1,12,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"22624",5808,1,1987,45,6,1,6.701853,5000,1,12,1,0,1,0,0,0,0,0,0,0,0,5,0,1,0
